Date ,EUR/USD Close,EUR/GBP Close,,,,,,,
"Mar 03, 2020 22:00",1.117,0.87162,,,,,,,
"Mar 03, 2020 21:00",1.11698,0.8716,,,,,,,
"Mar 03, 2020 20:00",1.11807,0.87288,,,,,,,
"Mar 03, 2020 19:00",1.1176,0.87236,,,,,,,
"Mar 03, 2020 18:00",1.11847,0.87366,,,,,,,
"Mar 03, 2020 17:00",1.11589,0.87102,,,,,,,
"Mar 03, 2020 16:00",1.11746,0.8712,,,,,,,
"Mar 03, 2020 15:00",1.11802,0.87215,,,,,,,
"Mar 03, 2020 14:00",1.11256,0.87042,,,,,,,
"Mar 03, 2020 13:00",1.11193,0.86907,,,,,,,
"Mar 03, 2020 12:00",1.11178,0.87006,,,,,,,
"Mar 03, 2020 11:00",1.1114,0.86911,,,,,,,
"Mar 03, 2020 10:00",1.11128,0.86927,,,,,,,
"Mar 03, 2020 09:00",1.11266,0.87038,,,,,,,
"Mar 03, 2020 08:00",1.11099,0.8701,,,,,,,
"Mar 03, 2020 07:00",1.112,0.86874,,,,,,,
"Mar 03, 2020 06:00",1.11456,0.87092,,,,,,,
"Mar 03, 2020 05:00",1.11451,0.87188,,,,,,,
"Mar 03, 2020 04:00",1.11446,0.87202,,,,,,,
"Mar 03, 2020 03:00",1.11343,0.87149,,,,,,,
"Mar 03, 2020 02:00",1.11407,0.87206,,,,,,,
"Mar 03, 2020 01:00",1.1132,0.87194,,,,,,,
"Mar 03, 2020 00:00",1.11321,0.87152,,,,,,,
"Mar 02, 2020 23:00",1.11444,0.87286,,,,,,,
"Mar 02, 2020 22:00",1.11386,0.87298,,,,,,,
"Mar 02, 2020 21:00",1.11325,0.87281,,,,,,,
"Mar 02, 2020 20:00",1.11355,0.87233,,,,,,,
"Mar 02, 2020 19:00",1.11637,0.87379,,,,,,,
"Mar 02, 2020 18:00",1.11634,0.8735,,,,,,,
"Mar 02, 2020 17:00",1.11796,0.87273,,,,,,,
"Mar 02, 2020 16:00",1.11629,0.87281,,,,,,,
"Mar 02, 2020 15:00",1.11308,0.87325,,,,,,,
"Mar 02, 2020 14:00",1.11258,0.87091,,,,,,,
"Mar 02, 2020 13:00",1.11216,0.87068,,,,,,,
"Mar 02, 2020 12:00",1.1112,0.87128,,,,,,,
"Mar 02, 2020 11:00",1.11188,0.86978,,,,,,,
"Mar 02, 2020 10:00",1.10848,0.86745,,,,,,,
"Mar 02, 2020 09:00",1.10797,0.86795,,,,,,,
"Mar 02, 2020 08:00",1.10848,0.86722,,,,,,,
"Mar 02, 2020 07:00",1.10635,0.86386,,,,,,,
"Mar 02, 2020 06:00",1.10415,0.86018,,,,,,,
"Mar 02, 2020 05:00",1.10432,0.86097,,,,,,,
"Mar 02, 2020 04:00",1.10528,0.86182,,,,,,,
"Mar 02, 2020 03:00",1.10526,0.86102,,,,,,,
"Mar 02, 2020 02:00",1.10565,0.8618,,,,,,,
"Mar 02, 2020 01:00",1.10565,0.86267,,,,,,,
"Mar 02, 2020 00:00",1.10633,0.86358,,,,,,,
"Mar 01, 2020 23:00",1.10516,0.86306,,,,,,,
"Mar 01, 2020 22:00",1.10456,0.86235,,,,,,,
"Feb 28, 2020 21:00",1.10294,0.86006,,,,,,,
"Feb 28, 2020 20:00",1.1038,0.86091,,,,,,,
"Feb 28, 2020 19:00",1.1029,0.86214,,,,,,,
"Feb 28, 2020 18:00",1.10004,0.86239,,,,,,,
"Feb 28, 2020 17:00",1.10009,0.86204,,,,,,,
"Feb 28, 2020 16:00",1.10003,0.86094,,,,,,,
"Feb 28, 2020 15:00",1.09842,0.85988,,,,,,,
"Feb 28, 2020 14:00",1.09661,0.85518,,,,,,,
"Feb 28, 2020 13:00",1.09867,0.85461,,,,,,,
"Feb 28, 2020 12:00",1.0987,0.85334,,,,,,,
"Feb 28, 2020 11:00",1.09938,0.85331,,,,,,,
"Feb 28, 2020 10:00",1.1034,0.85642,,,,,,,
"Feb 28, 2020 09:00",1.1045,0.85582,,,,,,,
"Feb 28, 2020 08:00",1.10338,0.85669,,,,,,,
"Feb 28, 2020 07:00",1.09954,0.85478,,,,,,,
"Feb 28, 2020 06:00",1.1001,0.85408,,,,,,,
"Feb 28, 2020 05:00",1.10004,0.85354,,,,,,,
"Feb 28, 2020 04:00",1.09944,0.85328,,,,,,,
"Feb 28, 2020 03:00",1.09871,0.85336,,,,,,,
"Feb 28, 2020 02:00",1.0986,0.8524,,,,,,,
"Feb 28, 2020 01:00",1.0988,0.85244,,,,,,,
"Feb 28, 2020 00:00",1.09962,0.85281,,,,,,,
"Feb 27, 2020 23:00",1.09965,0.85321,,,,,,,
"Feb 27, 2020 22:00",1.10024,0.8534,,,,,,,
"Feb 27, 2020 21:00",1.09998,0.85371,,,,,,,
"Feb 27, 2020 20:00",1.0993,0.85275,,,,,,,
"Feb 27, 2020 19:00",1.09872,0.8522,,,,,,,
"Feb 27, 2020 18:00",1.09887,0.8525,,,,,,,
"Feb 27, 2020 17:00",1.09796,0.85218,,,,,,,
"Feb 27, 2020 16:00",1.09759,0.85246,,,,,,,
"Feb 27, 2020 15:00",1.09841,0.85328,,,,,,,
"Feb 27, 2020 14:00",1.09767,0.85205,,,,,,,
"Feb 27, 2020 13:00",1.09765,0.85113,,,,,,,
"Feb 27, 2020 12:00",1.09645,0.8504,,,,,,,
"Feb 27, 2020 11:00",1.09451,0.85039,,,,,,,
"Feb 27, 2020 10:00",1.09397,0.84999,,,,,,,
"Feb 27, 2020 09:00",1.09354,0.84746,,,,,,,
"Feb 27, 2020 08:00",1.09478,0.84655,,,,,,,
"Feb 27, 2020 07:00",1.09216,0.84516,,,,,,,
"Feb 27, 2020 06:00",1.09113,0.84366,,,,,,,
"Feb 27, 2020 05:00",1.09077,0.84357,,,,,,,
"Feb 27, 2020 04:00",1.09122,0.84385,,,,,,,
"Feb 27, 2020 03:00",1.09052,0.84382,,,,,,,
"Feb 27, 2020 02:00",1.09103,0.84429,,,,,,,
"Feb 27, 2020 01:00",1.09011,0.84425,,,,,,,
"Feb 27, 2020 00:00",1.08981,0.84374,,,,,,,
"Feb 26, 2020 23:00",1.08865,0.84348,,,,,,,
"Feb 26, 2020 22:00",1.08825,0.8432,,,,,,,
"Feb 26, 2020 21:00",1.088,0.84341,,,,,,,
"Feb 26, 2020 20:00",1.08848,0.84318,,,,,,,
"Feb 26, 2020 19:00",1.08998,0.8442,,,,,,,
"Feb 26, 2020 18:00",1.08815,0.84329,,,,,,,
"Feb 26, 2020 17:00",1.08784,0.84277,,,,,,,
"Feb 26, 2020 16:00",1.08867,0.84261,,,,,,,
"Feb 26, 2020 15:00",1.08669,0.84127,,,,,,,
"Feb 26, 2020 14:00",1.08599,0.84025,,,,,,,
"Feb 26, 2020 13:00",1.08656,0.83999,,,,,,,
"Feb 26, 2020 12:00",1.08695,0.84075,,,,,,,
"Feb 26, 2020 11:00",1.08842,0.84147,,,,,,,
"Feb 26, 2020 10:00",1.08867,0.84178,,,,,,,
"Feb 26, 2020 09:00",1.08893,0.84082,,,,,,,
"Feb 26, 2020 08:00",1.08919,0.8395,,,,,,,
"Feb 26, 2020 07:00",1.08706,0.83713,,,,,,,
"Feb 26, 2020 06:00",1.08745,0.83743,,,,,,,
"Feb 26, 2020 05:00",1.08759,0.8368,,,,,,,
"Feb 26, 2020 04:00",1.08676,0.83676,,,,,,,
"Feb 26, 2020 03:00",1.08665,0.83634,,,,,,,
"Feb 26, 2020 02:00",1.08683,0.83613,,,,,,,
"Feb 26, 2020 01:00",1.08736,0.836,,,,,,,
"Feb 26, 2020 00:00",1.08694,0.83616,,,,,,,
"Feb 25, 2020 23:00",1.08795,0.83673,,,,,,,
"Feb 25, 2020 22:00",1.08806,0.83658,,,,,,,
"Feb 25, 2020 21:00",1.08811,0.83672,,,,,,,
"Feb 25, 2020 20:00",1.08824,0.8371,,,,,,,
"Feb 25, 2020 19:00",1.08815,0.837,,,,,,,
"Feb 25, 2020 18:00",1.08766,0.83636,,,,,,,
"Feb 25, 2020 17:00",1.08825,0.83638,,,,,,,
"Feb 25, 2020 16:00",1.08679,0.83585,,,,,,,
"Feb 25, 2020 15:00",1.08645,0.83474,,,,,,,
"Feb 25, 2020 14:00",1.08361,0.8346,,,,,,,
"Feb 25, 2020 13:00",1.08407,0.83584,,,,,,,
"Feb 25, 2020 12:00",1.0836,0.8365,,,,,,,
"Feb 25, 2020 11:00",1.08367,0.83577,,,,,,,
"Feb 25, 2020 10:00",1.08382,0.8356,,,,,,,
"Feb 25, 2020 09:00",1.08505,0.83502,,,,,,,
"Feb 25, 2020 08:00",1.08634,0.8371,,,,,,,
"Feb 25, 2020 07:00",1.08536,0.83782,,,,,,,
"Feb 25, 2020 06:00",1.08518,0.8387,,,,,,,
"Feb 25, 2020 05:00",1.08512,0.83901,,,,,,,
"Feb 25, 2020 04:00",1.08605,0.83949,,,,,,,
"Feb 25, 2020 03:00",1.08628,0.83956,,,,,,,
"Feb 25, 2020 02:00",1.08637,0.8395,,,,,,,
"Feb 25, 2020 01:00",1.08584,0.83908,,,,,,,
"Feb 25, 2020 00:00",1.0852,0.83966,,,,,,,
"Feb 24, 2020 23:00",1.08482,0.83935,,,,,,,
"Feb 24, 2020 22:00",1.08513,0.83943,,,,,,,
"Feb 24, 2020 21:00",1.08532,0.83929,,,,,,,
"Feb 24, 2020 20:00",1.08522,0.83945,,,,,,,
"Feb 24, 2020 19:00",1.08434,0.83965,,,,,,,
"Feb 24, 2020 18:00",1.08638,0.84019,,,,,,,
"Feb 24, 2020 17:00",1.08707,0.84031,,,,,,,
"Feb 24, 2020 16:00",1.08559,0.84011,,,,,,,
"Feb 24, 2020 15:00",1.08555,0.83994,,,,,,,
"Feb 24, 2020 14:00",1.08494,0.83968,,,,,,,
"Feb 24, 2020 13:00",1.0815,0.8383,,,,,,,
"Feb 24, 2020 12:00",1.08181,0.83718,,,,,,,
"Feb 24, 2020 11:00",1.08211,0.83851,,,,,,,
"Feb 24, 2020 10:00",1.08156,0.83851,,,,,,,
"Feb 24, 2020 09:00",1.08154,0.83863,,,,,,,
"Feb 24, 2020 08:00",1.08268,0.83746,,,,,,,
"Feb 24, 2020 07:00",1.08172,0.83579,,,,,,,
"Feb 24, 2020 06:00",1.08164,0.8357,,,,,,,
"Feb 24, 2020 05:00",1.08152,0.836,,,,,,,
"Feb 24, 2020 04:00",1.08212,0.83634,,,,,,,
"Feb 24, 2020 03:00",1.08222,0.83664,,,,,,,
"Feb 24, 2020 02:00",1.08227,0.83634,,,,,,,
"Feb 24, 2020 01:00",1.08279,0.83624,,,,,,,
"Feb 24, 2020 00:00",1.08312,0.8366,,,,,,,
"Feb 23, 2020 23:00",1.08386,0.8368,,,,,,,
"Feb 23, 2020 22:00",1.08296,0.83626,,,,,,,
"Feb 21, 2020 21:00",1.08475,0.83713,,,,,,,
"Feb 21, 2020 20:00",1.0849,0.83694,,,,,,,
"Feb 21, 2020 19:00",1.08578,0.83692,,,,,,,
"Feb 21, 2020 18:00",1.08564,0.83641,,,,,,,
"Feb 21, 2020 17:00",1.08575,0.83681,,,,,,,
"Feb 21, 2020 16:00",1.08544,0.83724,,,,,,,
"Feb 21, 2020 15:00",1.08525,0.83722,,,,,,,
"Feb 21, 2020 14:00",1.08372,0.83719,,,,,,,
"Feb 21, 2020 13:00",1.08093,0.8356,,,,,,,
"Feb 21, 2020 12:00",1.07969,0.83515,,,,,,,
"Feb 21, 2020 11:00",1.08062,0.83463,,,,,,,
"Feb 21, 2020 10:00",1.07997,0.83655,,,,,,,
"Feb 21, 2020 09:00",1.08098,0.83688,,,,,,,
"Feb 21, 2020 08:00",1.08139,0.8375,,,,,,,
"Feb 21, 2020 07:00",1.0796,0.83758,,,,,,,
"Feb 21, 2020 06:00",1.07902,0.83688,,,,,,,
"Feb 21, 2020 05:00",1.07928,0.83695,,,,,,,
"Feb 21, 2020 04:00",1.07947,0.83716,,,,,,,
"Feb 21, 2020 03:00",1.079,0.83682,,,,,,,
"Feb 21, 2020 02:00",1.07895,0.83713,,,,,,,
"Feb 21, 2020 01:00",1.07927,0.83748,,,,,,,
"Feb 21, 2020 00:00",1.07903,0.83759,,,,,,,
"Feb 20, 2020 23:00",1.07878,0.83745,,,,,,,
"Feb 20, 2020 22:00",1.07868,0.83737,,,,,,,
"Feb 20, 2020 21:00",1.07829,0.83707,,,,,,,
"Feb 20, 2020 20:00",1.07895,0.83759,,,,,,,
"Feb 20, 2020 19:00",1.07897,0.83764,,,,,,,
