Date ,EUR/USD Close,EUR/GBP Close,,,,,,,
"Feb 20, 2020 18:00",1.07934,0.83799,,,,,,,
"Feb 20, 2020 17:00",1.0793,0.83814,,,,,,,
"Feb 20, 2020 16:00",1.07969,0.83843,,,,,,,
"Feb 20, 2020 15:00",1.0802,0.83865,,,,,,,
"Feb 20, 2020 14:00",1.08167,0.84047,,,,,,,
"Feb 20, 2020 13:00",1.08044,0.84025,,,,,,,
"Feb 20, 2020 12:00",1.07881,0.83853,,,,,,,
"Feb 20, 2020 11:00",1.07961,0.83886,,,,,,,
"Feb 20, 2020 10:00",1.0792,0.83793,,,,,,,
"Feb 20, 2020 09:00",1.07998,0.837,,,,,,,
"Feb 20, 2020 08:00",1.07968,0.83687,,,,,,,
"Feb 20, 2020 07:00",1.07907,0.83651,,,,,,,
"Feb 20, 2020 06:00",1.0788,0.83598,,,,,,,
"Feb 20, 2020 05:00",1.07965,0.83622,,,,,,,
"Feb 20, 2020 04:00",1.07983,0.83627,,,,,,,
"Feb 20, 2020 03:00",1.07974,0.83642,,,,,,,
"Feb 20, 2020 02:00",1.07927,0.83628,,,,,,,
"Feb 20, 2020 01:00",1.08001,0.83624,,,,,,,
"Feb 20, 2020 00:00",1.0811,0.83626,,,,,,,
"Feb 19, 2020 23:00",1.08094,0.83626,,,,,,,
"Feb 19, 2020 22:00",1.08079,0.83643,,,,,,,
"Feb 19, 2020 21:00",1.0807,0.83627,,,,,,,
"Feb 19, 2020 20:00",1.081,0.83642,,,,,,,
"Feb 19, 2020 19:00",1.07961,0.83564,,,,,,,
"Feb 19, 2020 18:00",1.07977,0.83584,,,,,,,
"Feb 19, 2020 17:00",1.07919,0.8354,,,,,,,
"Feb 19, 2020 16:00",1.0793,0.83449,,,,,,,
"Feb 19, 2020 15:00",1.07914,0.83326,,,,,,,
"Feb 19, 2020 14:00",1.07869,0.8324,,,,,,,
"Feb 19, 2020 13:00",1.07935,0.83166,,,,,,,
"Feb 19, 2020 12:00",1.08007,0.83136,,,,,,,
"Feb 19, 2020 11:00",1.07915,0.83092,,,,,,,
"Feb 19, 2020 10:00",1.08005,0.83196,,,,,,,
"Feb 19, 2020 09:00",1.08032,0.8306,,,,,,,
"Feb 19, 2020 08:00",1.08041,0.8314,,,,,,,
"Feb 19, 2020 07:00",1.08021,0.83049,,,,,,,
"Feb 19, 2020 06:00",1.07979,0.83093,,,,,,,
"Feb 19, 2020 05:00",1.07957,0.83043,,,,,,,
"Feb 19, 2020 04:00",1.07972,0.83043,,,,,,,
"Feb 19, 2020 03:00",1.07989,0.83075,,,,,,,
"Feb 19, 2020 02:00",1.07987,0.83085,,,,,,,
"Feb 19, 2020 01:00",1.08018,0.83085,,,,,,,
"Feb 19, 2020 00:00",1.07978,0.83058,,,,,,,
"Feb 18, 2020 23:00",1.0795,0.83039,,,,,,,
"Feb 18, 2020 22:00",1.07942,0.83023,,,,,,,
"Feb 18, 2020 21:00",1.07907,0.83024,,,,,,,
"Feb 18, 2020 20:00",1.07958,0.83043,,,,,,,
"Feb 18, 2020 19:00",1.07942,0.83032,,,,,,,
"Feb 18, 2020 18:00",1.07998,0.83093,,,,,,,
"Feb 18, 2020 17:00",1.08044,0.83079,,,,,,,
"Feb 18, 2020 16:00",1.08148,0.83077,,,,,,,
"Feb 18, 2020 15:00",1.08228,0.83022,,,,,,,
"Feb 18, 2020 14:00",1.08078,0.82972,,,,,,,
"Feb 18, 2020 13:00",1.08024,0.82923,,,,,,,
"Feb 18, 2020 12:00",1.08141,0.82978,,,,,,,
"Feb 18, 2020 11:00",1.08244,0.83006,,,,,,,
"Feb 18, 2020 10:00",1.08265,0.83096,,,,,,,
"Feb 18, 2020 09:00",1.08277,0.83308,,,,,,,
"Feb 18, 2020 08:00",1.08262,0.83419,,,,,,,
"Feb 18, 2020 07:00",1.08328,0.8334,,,,,,,
"Feb 18, 2020 06:00",1.08298,0.83391,,,,,,,
"Feb 18, 2020 05:00",1.0831,0.83341,,,,,,,
"Feb 18, 2020 04:00",1.08302,0.83335,,,,,,,
"Feb 18, 2020 03:00",1.08325,0.83307,,,,,,,
"Feb 18, 2020 02:00",1.08282,0.833,,,,,,,
"Feb 18, 2020 01:00",1.08276,0.83297,,,,,,,
"Feb 18, 2020 00:00",1.0826,0.83297,,,,,,,
"Feb 17, 2020 23:00",1.08368,0.83319,,,,,,,
"Feb 17, 2020 22:00",1.08366,0.8333,,,,,,,
"Feb 17, 2020 21:00",1.08338,0.83311,,,,,,,
"Feb 17, 2020 20:00",1.08329,0.83316,,,,,,,
"Feb 17, 2020 19:00",1.08338,0.83321,,,,,,,
"Feb 17, 2020 18:00",1.0833,0.83299,,,,,,,
"Feb 17, 2020 17:00",1.08318,0.83248,,,,,,,
"Feb 17, 2020 16:00",1.08376,0.83296,,,,,,,
"Feb 17, 2020 15:00",1.08294,0.8326,,,,,,,
"Feb 17, 2020 14:00",1.08391,0.83324,,,,,,,
"Feb 17, 2020 13:00",1.08359,0.83251,,,,,,,
"Feb 17, 2020 12:00",1.08365,0.83264,,,,,,,
"Feb 17, 2020 11:00",1.0839,0.83268,,,,,,,
"Feb 17, 2020 10:00",1.08471,0.83225,,,,,,,
"Feb 17, 2020 09:00",1.08441,0.8316,,,,,,,
"Feb 17, 2020 08:00",1.08464,0.83163,,,,,,,
"Feb 17, 2020 07:00",1.08405,0.83155,,,,,,,
"Feb 17, 2020 06:00",1.08349,0.83094,,,,,,,
"Feb 17, 2020 05:00",1.08396,0.83071,,,,,,,
"Feb 17, 2020 04:00",1.08377,0.83092,,,,,,,
"Feb 17, 2020 03:00",1.08385,0.8308,,,,,,,
"Feb 17, 2020 02:00",1.08394,0.83076,,,,,,,
"Feb 17, 2020 01:00",1.08365,0.83067,,,,,,,
"Feb 17, 2020 00:00",1.08356,0.83083,,,,,,,
"Feb 16, 2020 23:00",1.08414,0.83061,,,,,,,
"Feb 16, 2020 22:00",1.0838,0.83089,,,,,,,
"Feb 14, 2020 21:00",1.08306,0.82994,,,,,,,
"Feb 14, 2020 20:00",1.08373,0.8305,,,,,,,
"Feb 14, 2020 19:00",1.08397,0.83176,,,,,,,
"Feb 14, 2020 18:00",1.08439,0.8316,,,,,,,
"Feb 14, 2020 17:00",1.08434,0.83149,,,,,,,
"Feb 14, 2020 16:00",1.08391,0.83137,,,,,,,
"Feb 14, 2020 15:00",1.08458,0.83328,,,,,,,
"Feb 14, 2020 14:00",1.08561,0.83365,,,,,,,
"Feb 14, 2020 13:00",1.0855,0.83403,,,,,,,
"Feb 14, 2020 12:00",1.08401,0.83201,,,,,,,
"Feb 14, 2020 11:00",1.0837,0.83165,,,,,,,
"Feb 14, 2020 10:00",1.08387,0.8318,,,,,,,
"Feb 14, 2020 09:00",1.08449,0.83187,,,,,,,
"Feb 14, 2020 08:00",1.08429,0.83145,,,,,,,
"Feb 14, 2020 07:00",1.08412,0.83023,,,,,,,
"Feb 14, 2020 06:00",1.08352,0.8306,,,,,,,
"Feb 14, 2020 05:00",1.08369,0.83071,,,,,,,
"Feb 14, 2020 04:00",1.08331,0.83057,,,,,,,
"Feb 14, 2020 03:00",1.08308,0.83046,,,,,,,
"Feb 14, 2020 02:00",1.0837,0.83047,,,,,,,
"Feb 14, 2020 01:00",1.08363,0.83057,,,,,,,
"Feb 14, 2020 00:00",1.08382,0.83078,,,,,,,
"Feb 13, 2020 23:00",1.08412,0.831,,,,,,,
"Feb 13, 2020 22:00",1.08403,0.83103,,,,,,,
"Feb 13, 2020 21:00",1.08388,0.83114,,,,,,,
"Feb 13, 2020 20:00",1.08411,0.83084,,,,,,,
"Feb 13, 2020 19:00",1.08435,0.8306,,,,,,,
"Feb 13, 2020 18:00",1.08417,0.83066,,,,,,,
"Feb 13, 2020 17:00",1.08422,0.83044,,,,,,,
"Feb 13, 2020 16:00",1.08473,0.83124,,,,,,,
"Feb 13, 2020 15:00",1.08489,0.83095,,,,,,,
"Feb 13, 2020 14:00",1.08556,0.8322,,,,,,,
"Feb 13, 2020 13:00",1.08549,0.83344,,,,,,,
"Feb 13, 2020 12:00",1.08638,0.83362,,,,,,,
"Feb 13, 2020 11:00",1.08577,0.83619,,,,,,,
"Feb 13, 2020 10:00",1.08739,0.83717,,,,,,,
"Feb 13, 2020 09:00",1.08831,0.83897,,,,,,,
"Feb 13, 2020 08:00",1.08869,0.83987,,,,,,,
"Feb 13, 2020 07:00",1.0879,0.83822,,,,,,,
"Feb 13, 2020 06:00",1.08713,0.83936,,,,,,,
"Feb 13, 2020 05:00",1.08717,0.83945,,,,,,,
"Feb 13, 2020 04:00",1.08691,0.8392,,,,,,,
"Feb 13, 2020 03:00",1.08697,0.83912,,,,,,,
"Feb 13, 2020 02:00",1.08698,0.8388,,,,,,,
"Feb 13, 2020 01:00",1.08729,0.83904,,,,,,,
"Feb 13, 2020 00:00",1.08726,0.83934,,,,,,,
"Feb 12, 2020 23:00",1.08754,0.83929,,,,,,,
"Feb 12, 2020 22:00",1.08716,0.83887,,,,,,,
"Feb 12, 2020 21:00",1.08739,0.83922,,,,,,,
"Feb 12, 2020 20:00",1.0875,0.83923,,,,,,,
"Feb 12, 2020 19:00",1.08662,0.8385,,,,,,,
"Feb 12, 2020 18:00",1.08762,0.83895,,,,,,,
"Feb 12, 2020 17:00",1.08788,0.83901,,,,,,,
"Feb 12, 2020 16:00",1.08925,0.83932,,,,,,,
"Feb 12, 2020 15:00",1.08942,0.83966,,,,,,,
"Feb 12, 2020 14:00",1.09042,0.84125,,,,,,,
"Feb 12, 2020 13:00",1.0905,0.84105,,,,,,,
"Feb 12, 2020 12:00",1.09125,0.84033,,,,,,,
"Feb 12, 2020 11:00",1.09117,0.84037,,,,,,,
"Feb 12, 2020 10:00",1.09184,0.84107,,,,,,,
"Feb 12, 2020 09:00",1.09205,0.84122,,,,,,,
"Feb 12, 2020 08:00",1.09218,0.84234,,,,,,,
"Feb 12, 2020 07:00",1.09144,0.84179,,,,,,,
"Feb 12, 2020 06:00",1.09056,0.84182,,,,,,,
"Feb 12, 2020 05:00",1.09107,0.84178,,,,,,,
"Feb 12, 2020 04:00",1.09123,0.84209,,,,,,,
"Feb 12, 2020 03:00",1.09151,0.84222,,,,,,,
"Feb 12, 2020 02:00",1.09162,0.84182,,,,,,,
"Feb 12, 2020 01:00",1.09185,0.84209,,,,,,,
"Feb 12, 2020 00:00",1.09134,0.84243,,,,,,,
"Feb 11, 2020 23:00",1.0919,0.84272,,,,,,,
"Feb 11, 2020 22:00",1.0919,0.84256,,,,,,,
"Feb 11, 2020 21:00",1.09154,0.84266,,,,,,,
"Feb 11, 2020 20:00",1.09196,0.84267,,,,,,,
"Feb 11, 2020 19:00",1.09216,0.8425,,,,,,,
"Feb 11, 2020 18:00",1.09192,0.84273,,,,,,,
"Feb 11, 2020 17:00",1.09219,0.84333,,,,,,,
"Feb 11, 2020 16:00",1.09167,0.84334,,,,,,,
"Feb 11, 2020 15:00",1.09162,0.84323,,,,,,,
"Feb 11, 2020 14:00",1.09199,0.84229,,,,,,,
"Feb 11, 2020 13:00",1.09037,0.84282,,,,,,,
"Feb 11, 2020 12:00",1.09091,0.84351,,,,,,,
"Feb 11, 2020 11:00",1.09127,0.84398,,,,,,,
"Feb 11, 2020 10:00",1.09182,0.84457,,,,,,,
"Feb 11, 2020 09:00",1.09139,0.84351,,,,,,,
"Feb 11, 2020 08:00",1.09106,0.84556,,,,,,,
"Feb 11, 2020 07:00",1.0914,0.84561,,,,,,,
"Feb 11, 2020 06:00",1.09109,0.84474,,,,,,,
"Feb 11, 2020 05:00",1.09122,0.84495,,,,,,,
"Feb 11, 2020 04:00",1.09095,0.84481,,,,,,,
"Feb 11, 2020 03:00",1.09132,0.84485,,,,,,,
"Feb 11, 2020 02:00",1.0914,0.8449,,,,,,,
"Feb 11, 2020 01:00",1.09138,0.845,,,,,,,
"Feb 11, 2020 00:00",1.09099,0.84486,,,,,,,
"Feb 10, 2020 23:00",1.09102,0.84466,,,,,,,
"Feb 10, 2020 22:00",1.09107,0.84478,,,,,,,
"Feb 10, 2020 21:00",1.09106,0.84485,,,,,,,
"Feb 10, 2020 20:00",1.09121,0.8452,,,,,,,
"Feb 10, 2020 19:00",1.09139,0.845,,,,,,,
"Feb 10, 2020 18:00",1.09134,0.84495,,,,,,,
"Feb 10, 2020 17:00",1.09103,0.84512,,,,,,,
"Feb 10, 2020 16:00",1.09148,0.84492,,,,,,,
"Feb 10, 2020 15:00",1.09242,0.84525,,,,,,,
"Feb 10, 2020 14:00",1.09278,0.84442,,,,,,,
"Feb 10, 2020 13:00",1.09327,0.84558,,,,,,,
"Feb 10, 2020 12:00",1.09491,0.84663,,,,,,,
"Feb 10, 2020 11:00",1.09493,0.84718,,,,,,,
"Feb 10, 2020 10:00",1.09495,0.84727,,,,,,,
"Feb 10, 2020 09:00",1.09497,0.84807,,,,,,,
"Feb 10, 2020 08:00",1.09514,0.84941,,,,,,,
"Feb 10, 2020 07:00",1.09464,0.85027,,,,,,,
"Feb 10, 2020 06:00",1.09511,0.84884,,,,,,,
"Feb 10, 2020 05:00",1.09553,0.84875,,,,,,,
"Feb 10, 2020 04:00",1.0957,0.84899,,,,,,,
"Feb 10, 2020 03:00",1.09524,0.84923,,,,,,,
"Feb 10, 2020 02:00",1.09535,0.84906,,,,,,,
"Feb 10, 2020 01:00",1.09501,0.84925,,,,,,,
"Feb 10, 2020 00:00",1.09525,0.84945,,,,,,,
"Feb 09, 2020 23:00",1.0949,0.84945,,,,,,,
"Feb 09, 2020 22:00",1.09433,0.84882,,,,,,,
"Feb 07, 2020 21:00",1.09431,0.84933,,,,,,,
"Feb 07, 2020 20:00",1.09472,0.84961,,,,,,,
"Feb 07, 2020 19:00",1.09465,0.84937,,,,,,,
"Feb 07, 2020 18:00",1.09437,0.84876,,,,,,,
"Feb 07, 2020 17:00",1.09427,0.84819,,,,,,,
"Feb 07, 2020 16:00",1.09494,0.84836,,,,,,,
"Feb 07, 2020 15:00",1.09632,0.84726,,,,,,,
"Feb 07, 2020 14:00",1.09715,0.84709,,,,,,,
"Feb 07, 2020 13:00",1.09583,0.84722,,,,,,,
"Feb 07, 2020 12:00",1.09647,0.84688,,,,,,,
"Feb 07, 2020 11:00",1.09516,0.84689,,,,,,,
"Feb 07, 2020 10:00",1.0954,0.84717,,,,,,,
"Feb 07, 2020 09:00",1.09543,0.84725,,,,,,,
"Feb 07, 2020 08:00",1.09583,0.84775,,,,,,,
"Feb 07, 2020 07:00",1.09668,0.84791,,,,,,,
"Feb 07, 2020 06:00",1.09778,0.84814,,,,,,,
"Feb 07, 2020 05:00",1.09808,0.84852,,,,,,,
"Feb 07, 2020 04:00",1.09811,0.84878,,,,,,,
"Feb 07, 2020 03:00",1.0983,0.8489,,,,,,,
"Feb 07, 2020 02:00",1.09845,0.84871,,,,,,,
"Feb 07, 2020 01:00",1.09827,0.84891,,,,,,,
"Feb 07, 2020 00:00",1.09816,0.84887,,,,,,,
"Feb 06, 2020 23:00",1.09808,0.84917,,,,,,,
"Feb 06, 2020 22:00",1.09806,0.84928,,,,,,,
"Feb 06, 2020 21:00",1.09809,0.84943,,,,,,,
"Feb 06, 2020 20:00",1.09787,0.84939,,,,,,,
"Feb 06, 2020 19:00",1.09766,0.84936,,,,,,,
